category,scientific_name,common_names,conservation_status
Vas. Plant,Chaenactis douglasii var. douglasii,"Douglas' Dustymaiden, Dusty-Maiden",
Vas. Plant,Chaenactis glabriuscula var. glabriuscula,Yellow Pincushion,
Vas. Plant,Chaenactis glabriuscula var. heterocarpha,Yellow Pincushion,
Vas. Plant,Chaenactis glabriuscula var. megacephala,Yellow Pincushion,
Vas. Plant,Cirsium andersonii,"Anderson's Thistle, Rose Thistle",
Vas. Plant,Cirsium douglasii var. breweri,Douglas' Thistle,
Vas. Plant,Cirsium occidentale var. californicum,Cobwebby Thistle,
Vas. Plant,Cirsium scariosum,Meadow Thistle,
Vas. Plant,Cirsium vulgare,"Bull Thistle, Common Thistle, Spear Thistle",
Vas. Plant,Cnicus benedictus,"Blessed Thistle, Blessed-Thistle",
Vas. Plant,Coreopsis lanceolata,Garden Coreopsis,
Vas. Plant,Crepis capillaris,"Smooth Hawksbeard, Smooth Hawk's-Beard",
Vas. Plant,Crepis nana,"Dwarf Alpine Hawksbeard, Small Hawksbeard, Tiny Hawksbeard",
Vas. Plant,Crepis occidentalis,"Largeflower Hawksbeard, Large-Flower Hawk's-Beard, Western Hawksbeard",
Vas. Plant,Ericameria arborescens,Goldenfleece,
Vas. Plant,Ericameria bloomeri,"Bloomer's Goldenbush, Rabbitbush",
Vas. Plant,Ericameria cuneata var. cuneata,Cliff Goldenbush,
Vas. Plant,Ericameria discoidea,Whitestem Goldenbush,
Vas. Plant,Erigeron algidus,"Sierra Daisy, Stalked Fleabane",
Vas. Plant,Erigeron annuus,"Annual Fleabane, Eastern Daisy Fleabane",
Vas. Plant,Erigeron barbellulatus,Shining Fleabane,
Vas. Plant,Erigeron breweri var. breweri,"Brewer's Daisy, Brewer's Fleabane",
Vas. Plant,Erigeron clokeyi,"Clokey's Daisy, Clokey's Fleabane",
Vas. Plant,Erigeron compactus,"Cushion Daisy, Fernleaf Fleabane, Fern-Leaf Fleabane",
Vas. Plant,Erigeron compositus,"Cutleaf Daisy, Dwarf Mountain Fleabane, Fernleaf Fleabane",
Vas. Plant,Erigeron coulteri,"Coulter's Fleabane, Large Mountain Fleabane, Whiteray Daisy",
Vas. Plant,Erigeron divergens,"Spreading Daisy, Spreading Fleabane",
Vas. Plant,Erigeron eatonii var. sonnei,Eaton's Fleabane,
Vas. Plant,Erigeron elmeri,Elmer's Erigeron,
Vas. Plant,Erigeron foliosus var. hartwegii,Hartweg's Fleabane,
Vas. Plant,Erigeron inornatus var. inornatus,"California Rayless Daisy, California Rayless Fleabane",
Vas. Plant,Erigeron peregrinus,"Subalpine Fleabane, Wandering Daisy, Wandering Fleabane",
Vas. Plant,Erigeron peregrinus var. callianthemus,Subalpine Fleabane,
Vas. Plant,Erigeron peregrinus var. hirsutus,Subalpine Fleabane,
Vas. Plant,Erigeron pygmaeus,"Dwarf Daisy, Pygmy Fleabane",
Vas. Plant,Erigeron tener,"Slender Daisy, Slender Fleabane",
Vas. Plant,Erigeron vagus,"Loose Daisy, Rambling Fleabane",
Vas. Plant,Eriophyllum confertiflorum var. confertiflorum,Golden-Yarrow,
Vas. Plant,Eriophyllum congdonii,Congdon's Woolly Sunflower,
Vas. Plant,Eriophyllum lanatum,"Common Woolly Sunflower, Woody Eriophyllum, Woolly Eriophyllum, Wooly Daisy",
Vas. Plant,Eriophyllum lanatum var. croceum,Common Woolly Sunflower,
Vas. Plant,Eriophyllum lanatum var. grandiflorum,Common Woolly Sunflower,
Vas. Plant,Eriophyllum nubigenum,Yosemite Woolly Sunflower,Species of Concern
Vas. Plant,Euthamia occidentalis,"Western Goldenrod, Western Goldentop",
Vas. Plant,Filago gallica,Narrowleaf Cottonrose,
Vas. Plant,Gaillardia pulchella,"Firewheel, Indian Blanket, Indianblanket, Rosering Gaillardia",
Vas. Plant,Grindelia camporum var. camporum,Great Valley Gumweed,
Vas. Plant,Grindelia nana,Idaho Gumweed,
Vas. Plant,Hazardia whitneyi var. whitneyi,Whitney's Bristleweed,
Vas. Plant,Helenium bigelovii,Bigelow's Sneezeweed,
Vas. Plant,Helianthella californica var. nevadensis,Nevada Helianthella,
Vas. Plant,Helianthus bolanderi,Serpentine Sunflower,
Vas. Plant,Helianthus californicus,California Sunflower,
Vas. Plant,Hemizonia kelloggii,Kellogg's Tarweed,
Vas. Plant,Heterotheca grandiflora,"Telegraph Weed, Telegraphweed",
Vas. Plant,Heterotheca sessiliflora ssp. echioides,Sessileflower False Goldenaster,
Vas. Plant,Heterotheca villosa var. hispida,Bristly Hairy Goldaster,
Vas. Plant,Heterotheca villosa var. villosa,"Hairy False Goldenaster, Hairy False Golden-Aster",
Vas. Plant,Hieracium argutum,Southern Hawkweed,
Vas. Plant,Hieracium gracile,Slender Hawkweed,
Vas. Plant,Hieracium horridum,"Prickly Hawkweed, Shaggy Hawkweed",
Vas. Plant,Hieracium scouleri,"Houndstongue Hawkweed, Scouler's Woollyweed, Woolyweed",
Vas. Plant,Holocarpha virgata ssp. virgata,Yellowflower Tarweed,
Vas. Plant,Hulsea brevifolia,Shortleaf Alpinegold,
Vas. Plant,Hulsea heterochroma,"Redray Alpinegold, Redray Hulsea",
Vas. Plant,Hulsea nana,Dwarf Alpinegold,
Vas. Plant,Hypochaeris glabra,"Smooth Cat's Ear, Smooth Catsear",
Vas. Plant,Hypochaeris radicata,"Common Cat's-Ear, False Dandelion, Frogbit, Gosmore, Hairy Cat's Ear, Hairy Catsear, Spotted Catsear",
Vas. Plant,Lasthenia californica,"California Goldfields, Goldfields",
Vas. Plant,Lasthenia platycarpha,Alkali Goldfields,
Vas. Plant,Layia pentachaeta ssp. pentachaeta,Sierra Tidytips,
Vas. Plant,Lessingia leptoclada,Sierra Lessingia,
Vas. Plant,Leucanthemum vulgare,"Oxeye Daisy, Ox-Eye Daisy, Oxeyedaisy, Oxeye-Daisy",
Vas. Plant,Madia bolanderi,Bolander's Madia,
Vas. Plant,Madia elegans ssp. elegans,Common Madia,
Vas. Plant,Madia elegans ssp. vernalis,Spring Madia,
Vas. Plant,Madia exigua,Small Tarweed,
Vas. Plant,Madia gracilis,"Grassy Tarweed, Slender Tarweed",
Vas. Plant,Madia minima,"Least Tarweed, Oppositeleaved Tarweed",
Vas. Plant,Madia yosemitana,Yosemite Tarweed,
Vas. Plant,Malacothrix floccifera,"Woolly Desertdandelion, Wooly Desert Dandelion",
Vas. Plant,Micropus californicus var. californicus,Q-Tips,
Vas. Plant,Monolopia major,Cupped Monolopia,
Vas. Plant,Phalacroseris bolanderi,Bolander's Mock Dandelion,
Vas. Plant,Pseudobahia heermannii,Foothill Sunburst,
Vas. Plant,Psilocarphus brevissimus var. brevissimus,Short Woollyheads,
Vas. Plant,Psilocarphus oregonus,Oregon Woollyheads,
Vas. Plant,Psilocarphus tenellus var. tenellus,Slender Woollyheads,
Vas. Plant,Pyrrocoma apargioides,Alpineflames,
Vas. Plant,Raillardella argentea,"Silky Raillardella, Silvermat",
Vas. Plant,Raillardella scaposa,"Greenleaf Silvermat, Stem Raillardella",
Vas. Plant,Rigiopappus leptocladus,Wireweed,
Vas. Plant,Rudbeckia californica var. californica,California Coneflower,
Vas. Plant,Rudbeckia hirta var. pulcherrima,"Blackeyed Susan, Pinewoods Coneflower",
Vas. Plant,Senecio aronicoides,Rayless Ragwort,
Vas. Plant,Senecio canus,Woolly Groundsel,
Vas. Plant,Senecio clarkianus,Clark's Ragwort,
Vas. Plant,Senecio flaccidus var. douglasii,"Douglas' Groundsel, Douglas' Ragwort, Douglas' Senecio",
Vas. Plant,Senecio fremontii var. occidentalis,"Dwarf Mountain Ragwort, Western Groundsel",
Vas. Plant,Senecio integerrimus var. major,"Lambstongue Groundsel, Lambstongue Ragwort",
Vas. Plant,Senecio pauciflorus,Alpine Groundsel,
Vas. Plant,Senecio pseudaureus var. pseudaureus,Falsegold Groundsel,
Vas. Plant,Senecio scorzonella,"Sierra Groundsel, Sierra Ragwort",
Vas. Plant,Senecio streptanthifolius,Cleftleaf Groundsel,
Vas. Plant,Senecio werneriifolius,Hoary Groundsel,
Vas. Plant,Solidago californica,California Goldenrod,
Vas. Plant,Solidago multiradiata,"Arctic Goldenrod, Manyray Goldenrod, Mountain Goldenrod, Rocky Mountain Goldenrod",
Vas. Plant,Soliva sessilis,"Field Burrweed, Field Soliva",
Vas. Plant,Sonchus asper ssp. asper,Spiny Sowthistle,
Vas. Plant,Sonchus oleraceus,"Annual Sowthistle, Common Sowthistle, Common Sow-Thistle, Pualele, Sow Thistle, Sow-Thistle",
Vas. Plant,Sphaeromeria cana,"Gray Chickensage, Gray Tansey",
Vas. Plant,Stephanomeria lactucina,"Creeping Wirelettuce, Lettuce Wirelettuce",
Vas. Plant,Stephanomeria virgata ssp. pleurocarpa,Wand Wirelettuce,
Vas. Plant,Tanacetum parthenium,Feverfew,
Vas. Plant,Uropappus lindleyi,Lindley's Silverpuffs,
Vas. Plant,Whitneya dealbata,Mock Leopardbane,
Vas. Plant,Wyethia angustifolia,California Compassplant,
Vas. Plant,Wyethia elata,Hall's Mule-Ears,
Vas. Plant,Wyethia mollis,"Woolly Mule-Ears, Wooly Wyethia",
Vas. Plant,Downingia montana,Sierra Calicoflower,
Vas. Plant,Githopsis specularioides,Common Bluecup,
Vas. Plant,Heterocodon rariflorum,"Rareflower Heterocodon, Western Pearlflower",
Vas. Plant,Nemacladus capillaris,Common Threadplant,
Vas. Plant,Nemacladus interior,Sierra Threadplant,
Vas. Plant,Amsinckia lycopsoides,"Bugloss Fiddleneck, Tarweed Fiddleneck",
Vas. Plant,Amsinckia menziesii var. intermedia,"Coast Buckthorn, Coast Fiddleneck, Common Fiddleneck, Intermediate Fiddleneck",
Vas. Plant,Amsinckia menziesii var. menziesii,"Menzies' Fiddleneck, Rigid Fiddleneck",
Vas. Plant,Cryptantha echinella,"Hedgehog Cryptantha, Prickly Cryptantha",
Vas. Plant,Cryptantha flaccida,Weakstem Cryptantha,
Vas. Plant,Cryptantha glomeriflora,Truckee Cryptantha,
Vas. Plant,Cryptantha hispidula,Napa Cryptantha,
Vas. Plant,Cryptantha humilis,"Round-Spike Catseye, Roundspike Cryptantha",
Vas. Plant,Cryptantha muricata,"Pointed Catseye, Pointed Cryptantha, Prickly Cryptantha",
Vas. Plant,Cryptantha nubigena,Sierra Cryptantha,
Vas. Plant,Cryptantha simulans,"Pine Cryptantha, Pinewoods Cryptantha",
Vas. Plant,Cynoglossum grande,Pacific Hound's Tongue,
Vas. Plant,Cynoglossum occidentale,Western Hound's Tongue,
Vas. Plant,Eriodictyon californicum,California Yerba Santa,
Vas. Plant,Hackelia mundula,Pink Stickseed,
Vas. Plant,Hackelia nervosa,"Sierra Stickseed, Sierran Stickseed",
Vas. Plant,Hackelia velutina,"Velvet Stickseed, Velvety Stickseed",
Vas. Plant,Mertensia ciliata,"Mountain Bluebells, Shortstyle Bluebells, Tall Fringe Bluebells, Tall Fringed Bluebells",
Vas. Plant,Pectocarya pusilla,"Little Combseed, Purple Prairieclover",
Vas. Plant,Plagiobothrys hispidulus,Sleeping Popcornflower,
Vas. Plant,Plagiobothrys myosotoides,Forget-Me-Not Popcornflower,
Vas. Plant,Plagiobothrys nothofulvus,Rusty Popcornflower,
Vas. Plant,Plagiobothrys stipitatus var. micranthus,Stalked Popcornflower,
Vas. Plant,Plagiobothrys torreyi var. diffusus,Torrey's Popcornflower,Species of Concern
Vas. Plant,Plagiobothrys torreyi var. torreyi,Torrey's Popcornflower,
Vas. Plant,Draperia systyla,Violet Draperia,
Vas. Plant,Hesperochiron californicus,California Hesperochiron,
Vas. Plant,Hydrophyllum occidentale,"Squaw-Lettuce, Western Waterleaf",
Vas. Plant,Nemophila heterophylla,Small Baby Blue Eyes,
Vas. Plant,Nemophila maculata,Fivespot,
Vas. Plant,Nemophila menziesii var. menziesii,Baby Blue Eyes,
Vas. Plant,Nemophila parviflora var. austiniae,"Groovelover, Smallflower Nemophila",
Vas. Plant,Nemophila pedunculata,"Littlefoot Blue-Eyes, Littlefoot Nemophila",
Vas. Plant,Nemophila spatulata,"Sierra Baby Blue Eyes, Sierra Blue-Eyes",
Vas. Plant,Phacelia cicutaria var. cicutaria,Caterpillar Phacelia,
Vas. Plant,Phacelia congdonii,Congdon's Phacelia,
Vas. Plant,Phacelia egena,"Kaweah River Phacelia, Kaweah River Scorpion-Weed",
Vas. Plant,Phacelia eisenii,Eisen's Phacelia,
Vas. Plant,Phacelia heterophylla ssp. virgata,Varileaf Phacelia,
Vas. Plant,Phacelia humilis var. humilis,Low Phacelia,
Vas. Plant,Phacelia hydrophylloides,Waterleaf Phacelia,
Vas. Plant,Phacelia imbricata ssp. imbricata,Imbricate Phacelia,
Vas. Plant,Phacelia mutabilis,Changeable Phacelia,
Vas. Plant,Phacelia platyloba,Broadlobe Phacelia,
Vas. Plant,Phacelia purpusii,Purpus' Phacelia,
Vas. Plant,Phacelia quickii,Quick's Phacelia,
Vas. Plant,Phacelia racemosa,Racemose Phacelia,
Vas. Plant,Phacelia ramosissima,"Branched Scorpion-Weed, Branching Phacelia",
Vas. Plant,Phacelia ramosissima var. latifolia,"Branched Scorpion-Weed, Branching Phacelia",
Vas. Plant,Phacelia ramosissima var. ramosissima,Branching Phacelia,
Vas. Plant,Phacelia ramosissima var. subglabra,Branching Phacelia,
Vas. Plant,Phacelia tanacetifolia,"Facelia, Fiddleneck, Lacy Phacelia, Lacy Scorpion-Weed",
Vas. Plant,Phacelia vallicola,Mariposa Phacelia,
Vas. Plant,Pholistoma auritum var. auritum,Blue Fiestaflower,
Vas. Plant,Anelsonia eurycarpa,"Broad Pod Anelsonia, Daggerpod",
Vas. Plant,Arabidopsis thaliana,"Mouseear Cress, Mouse-Ear Cress",
Vas. Plant,Arabis davidsonii,Davidson's Rockcress,
Vas. Plant,Arabis drummondii,"Canadian Rockcress, Drummond Rockcress, Drummond's Rockcress",
Vas. Plant,Arabis holboellii var. pendulocarpa,Dropseed Rockcress,
Vas. Plant,Arabis holboellii var. pinetorum,Holboell's Rockcress,
Vas. Plant,Arabis holboellii var. retrofracta,"A Holboell Rock-Cress, Second Rockcress",
Vas. Plant,Arabis inyoensis,Inyo Rockcress,
Vas. Plant,Arabis lemmonii var. depauperata,Soldier Rockcress,
Vas. Plant,Arabis lemmonii var. lemmonii,Lemmon's Rockcress,
Vas. Plant,Arabis lyallii var. lyallii,Lyall's Rockcress,
Vas. Plant,Arabis lyallii var. nubigena,Lyall's Rockcress,
Vas. Plant,Arabis platysperma var. howellii,Howell's Pioneer Rockcress,
Vas. Plant,Arabis platysperma var. platysperma,Pioneer Rockcress,
Vas. Plant,Arabis rectissima var. rectissima,Bristlyleaf Rockcress,
Vas. Plant,Arabis repanda var. greenei,Greene's Rockcress,
Vas. Plant,Arabis repanda var. repanda,Yosemite Rockcress,
Vas. Plant,Arabis sparsiflora var. arcuata,Elegant Rockcress,
Vas. Plant,Arabis X divaricarpa,"Spreading Rockcress, Spreadingpod Rockcress",
Vas. Plant,Athysanus pusillus,"Common Sandweed, Dwarf Anthysanus",
Vas. Plant,Brassica nigra,"Black Mustard, Shortpod Mustard",
Vas. Plant,Cardamine californica var. californica,Milkmaids,
Vas. Plant,Cardamine oligosperma,"Idaho Bittercress, Little Western Bittercress",
Vas. Plant,Cardamine pachystigma var. pachystigma,Serpentine Bittercress,
Vas. Plant,Descurainia californica,"Sierra Tansymustard, Sierran Tansy Mustard, Sierran Tansymustard",
Vas. Plant,Descurainia incana,"Mountain Tansy Mustard, Mountain Tansymustard, Mountain Tansy-Mustard",
Vas. Plant,Descurainia pinnata ssp. menziesii,Menzies' Tansymustard,
Vas. Plant,Draba breweri,Cushion Draba,
Vas. Plant,Draba lemmonii var. lemmonii,"Granite Draba, Lemmon's Draba",
Vas. Plant,Erysimum capitatum,"Coast Wallflower, Sand Dune Wallflower, Western Wallflower",
Vas. Plant,Hirschfeldia incana,Shortpod Mustard,
Vas. Plant,Hutchinsia procumbens,"Ovalpurse, Prostrate Hutchinsia",
Vas. Plant,Lepidium densiflorum var. densiflorum,"Common Pepperweed, Miner's Pepperwort",
Vas. Plant,Lepidium ramosissimum var. bourgeauanum,Bourgeau's Pepperweed,
Vas. Plant,Lepidium virginicum var. virginicum,"Poorman's-Pepperwort, Virginia Pepperweed",
Vas. Plant,Lunaria annua,Annual Honesty,
Vas. Plant,Phoenicaulis cheiranthoides,Wallflower Phoenicaulis,
Vas. Plant,Raphanus sativus,"Cultivated Radish, Garden Radish, Radish, Wild Radish",
Vas. Plant,Rorippa nasturtium-aquaticum,Watercress,
Vas. Plant,Sinapis arvensis,"Charlock, Charlock Mustard, Corn Mustard, Corn-Mustard, Wild Mustard",
Vas. Plant,Sisymbrium officinale,"Hairypod Hedgemustard, Hedge Mustard, Hedge Tumblemustard, Hedgemustard, Hedge-Mustard, Hedgeweed, Wild Mustard",
Vas. Plant,Streptanthus diversifolius,"Variableleaf Jewelflower, Variedleaf Twistflower",
Vas. Plant,Streptanthus tortuosus,"Mountain Twistflower, Shieldplant",
Vas. Plant,Streptanthus tortuosus var. orbiculatus,Shieldplant,
Vas. Plant,Streptanthus tortuosus var. tortuosus,Shieldplant,
Vas. Plant,Subularia aquatica var. americana,"American Awlwort, American Waterawlwort",
Vas. Plant,Thysanocarpus curvipes,"Lacepod Mustard, Sand Fringepod, Sand Lacepod",
Vas. Plant,Tropidocarpum gracile,Dobie Pod,
Vas. Plant,Limnanthes alba ssp. alba,White Meadowfoam,
Vas. Plant,Limnanthes alba ssp. versicolor,White Meadowfoam,
Vas. Plant,Limnanthes montana,Mountain Meadowfoam,
Vas. Plant,Limnanthes striata,Foothill Meadowfoam,
Vas. Plant,Amaranthus californicus,"California Amaranth, California Pigweed",
Vas. Plant,Chenopodium album,"Common Lambsquarters, Lambsquarters, Lambsquarters Goosefoot, White Goosefoot",
Vas. Plant,Chenopodium botrys,"Jerusalem Oak, Jerusalem Oak Goosefoot, Jerusalem-Oak",
Vas. Plant,Chenopodium multifidum,Cutleaf Goosefoot,
Vas. Plant,Chenopodium pumilio,"Clammy Goosefoot, Ridged Goosefoot",
Vas. Plant,Monolepis spathulata,"Beaver Monolepis, Beaver Povertyweed",
Vas. Plant,Arenaria aculeata,"Prickly Sandwort, Spiny Sandwort",
Vas. Plant,Arenaria congesta var. subcongesta,"Ballhead Sandwort, Loosehead Sandwort",
Vas. Plant,Arenaria congesta var. suffrutescens,Suffrutescent Sandwort,
Vas. Plant,Cerastium fontanum ssp. vulgare,"Big Chickweed, Common Mouse-Ear Chickweed",
Vas. Plant,Herniaria hirsuta ssp. cinerea,Hairy Rupturewort,
Vas. Plant,Herniaria hirsuta ssp. hirsuta,Hairy Rupturewort,
Vas. Plant,Minuartia californica,California Sandwort,
Vas. Plant,Minuartia douglasii,Douglas' Stitchwort,
Vas. Plant,Minuartia nuttallii ssp. gracilis,Brittle Sandwort,
Vas. Plant,Minuartia pusilla,"Annual Sandwort, Dwarf Sandwort",
Vas. Plant,Minuartia stricta,Bog Stitchwort,
Vas. Plant,Polycarpon tetraphyllum,Fourleaf Manyseed,
Vas. Plant,Pseudostellaria jamesiana,"Sticky Starwort, Sticky-Starwort, Tuber Starwort",
Vas. Plant,Pseudostellaria sierrae,Sierra Starwort,
Vas. Plant,Sagina apetala,Annual Pearlwort,
Vas. Plant,Sagina decumbens ssp. occidentalis,Western Pearlwort,
Vas. Plant,Silene bernardina,"Palmer's Campion, Palmer's Catchfly",
Vas. Plant,Silene bridgesii,Bridges' Catchfly,
Vas. Plant,Silene californica,Indian Pink,
Vas. Plant,Silene gallica,"Common Catchfly, Windmill Catchfly",
Vas. Plant,Silene latifolia ssp. alba,"Bladder Campion, Bladder-Campion, Evening Lychnis, White Campion, White Cockle",
Vas. Plant,Silene lemmonii,Lemmon's Catchfly,
Vas. Plant,Silene menziesii,"Menzies' Campion, White Catchfly",
Vas. Plant,Silene sargentii,"Sargent's Campion, Sargent's Catchfly",
Vas. Plant,Spergula arvensis,"Corn Spurry, Devil's Gut, Field Spurry, Pickpurse, Sandweed",
Vas. Plant,Stellaria borealis ssp. sitchana,Sitka Starwort,
Vas. Plant,Stellaria nitens,"Shiny Chickweed, Shiny Starwort",
Vas. Plant,Drosera rotundifolia,Roundleaf Sundew,
Vas. Plant,Mollugo verticillata,"Carpetweed, Carpet-Weed, Green Carpetweed, Green Carpet-Weed, Indian Chickweed",
Vas. Plant,Calandrinia ciliata,"Desert Rockpurslane, Fringed Redmaids, Redmaids",
Vas. Plant,Claytonia megarhiza,Alpine Springbeauty,
Vas. Plant,Claytonia nevadensis,Sierra Springbeauty,
Vas. Plant,Claytonia parviflora ssp. parviflora,Streambank Springbeauty,
Vas. Plant,Claytonia perfoliata ssp. perfoliata,Miner's Lettuce,
Vas. Plant,Claytonia rubra ssp. rubra,Redstem Springbeauty,
Vas. Plant,Lewisia congdonii,Congdon's Lewisia,
Vas. Plant,Lewisia disepala,"Yosemite Bitterroot, Yosemite Lewisia",
Vas. Plant,Lewisia glandulosa,Sierra Lewisia,
Vas. Plant,Lewisia kelloggii,Kellogg's Lewisia,
Vas. Plant,Lewisia nevadensis,"Nevada Bitterroot, Nevada Bitter-Root, Nevada Lewisia",
Vas. Plant,Montia fontana,"Annual Water Minerslettuce, Fountain Miner's Lettuce",
Vas. Plant,Montia linearis,"Narrowleaf Indianlettuce, Narrowleaf Minerslettuce",
Vas. Plant,Montia parvifolia,Littleleaf Minerslettuce,
Vas. Plant,Chorizanthe membranacea,Pink Spineflower,
Vas. Plant,Eriogonum hirtiflorum,Hairyflower Buckwheat,
Vas. Plant,Eriogonum incanum,Frosted Buckwheat,
Vas. Plant,Eriogonum lobbii var. lobbii,Lobb's Buckwheat,
Vas. Plant,Eriogonum marifolium,Marumleaf Buckwheat,
Vas. Plant,Eriogonum nudum,"Naked Buckwheat, Nakedstem Buckwheat",
Vas. Plant,Eriogonum nudum var. deductum,Naked Buckwheat,
Vas. Plant,Eriogonum nudum var. nudum,Naked Buckwheat,
Vas. Plant,Eriogonum nudum var. scapigerum,Naked Buckwheat,
Vas. Plant,Eriogonum ovalifolium var. nivale,Cushion Buckwheat,
Vas. Plant,Eriogonum prattenianum var. avium,Nevada City Buckwheat,
Vas. Plant,Eriogonum prattenianum var. prattenianum,Nevada City Buckwheat,
Vas. Plant,Eriogonum rosense,"Mount Rose Buckwheat, Rosy Buckwheat",
Vas. Plant,Eriogonum roseum,Wand Buckwheat,
Vas. Plant,Eriogonum spergulinum var. reddingianum,Redding Buckwheat,
Vas. Plant,Eriogonum spergulinum var. spergulinum,Spurry Buckwheat,
Vas. Plant,Eriogonum umbellatum var. covillei,Sulphur-Flower Buckwheat,
Vas. Plant,Eriogonum umbellatum var. furcosum,"Sulphurflower Buckwheat, Sulphur-Flower Buckwheat",
Vas. Plant,Eriogonum umbellatum var. nevadense,"Nevada Buckwheat, Sulphur-Flower Buckwheat",
Vas. Plant,Eriogonum wrightii var. subscaposum,Bastardsage,
Vas. Plant,Eriogonum wrightii var. trachygonum,"Bastardsage, Shrubby Buckwheat",
Vas. Plant,Polygonum amphibium var. emersum,"Colored Smartweed, Devil's Shoestring, Longroot Smartweed, Swamp Smartweed, Tanweed",
Vas. Plant,Polygonum arenastrum,"Common Knotweed, Doorweed, Matweed, Ovalleaf Knotweed, Oval-Leaf Knotweed, Prostrate Knotweed",
Vas. Plant,Polygonum californicum,California Knotweed,
Vas. Plant,Polygonum douglasii ssp. douglasii,Douglas' Knotweed,
Vas. Plant,Polygonum douglasii ssp. johnstonii,Johnston's Knotweed,
Vas. Plant,Polygonum hydropiperoides,Swamp Smartweed,
Vas. Plant,Polygonum persicaria,"Ladysthumb, Lady's-Thumb, Ladysthumb Smartweed, Spotted Knotweed, Spotted Ladysthumb, Spotted Smartweed",
Vas. Plant,Polygonum phytolaccifolium,"Mountain Lice, Poke Knotweed",
Vas. Plant,Polygonum polygaloides ssp. kelloggii,Kellogg's Knotweed,
Vas. Plant,Polygonum ramosissimum,"Bushy Knotweed, Tall Knotweed, Yellow Knotweed, Yellow-Flower Knotweed",
Vas. Plant,Polygonum shastense,Shasta Knotweed,
Vas. Plant,Pterostegia drymarioides,"Woodland Pterostegia, Woodland Threadstem",
Vas. Plant,Rumex conglomeratus,"Clustered Dock, Sharp Dock",
Vas. Plant,Rumex pulcher,Fiddle Dock,
Vas. Plant,Rumex salicifolius var. denticulatus,"California Dock, Toothed Willow Dock",
Vas. Plant,Parnassia californica,"California Grass Of Parnassus, California Grass-Of-Parnassus",
Vas. Plant,Cornus nuttallii,Pacific Dogwood,
Vas. Plant,Cornus sericea,"Redosier, Redosier Dogwood",
Vas. Plant,Cornus sericea ssp. occidentalis,Western Dogwood,
Vas. Plant,Cornus sericea ssp. sericea,"Redosier Dogwood, Siberian Dogwood, Tatarian Dogwood",
Vas. Plant,Philadelphus lewisii,Lewis' Mock Orange,
Vas. Plant,Mentzelia crocea,Sierra Blazingstar,
Vas. Plant,Mentzelia lindleyi,Lindley's Blazingstar,
Vas. Plant,Staphylea bolanderi,Sierra Bladdernut,
Vas. Plant,Marah fabaceus,"California Manroot, Valley Manroot",
Vas. Plant,Marah horridus,Sierra Manroot,
Vas. Plant,Marah watsonii,Taw Manroot,
Vas. Plant,Datisca glomerata,Durango Root,
Vas. Plant,Narthecium californicum,California Bog Asphodel,
Vas. Plant,Sambucus mexicana,Mexican Elder,
Vas. Plant,Sambucus racemosa var. microbotrys,European Red Elderberry,
Vas. Plant,Viburnum ellipticum,Common Viburnum,
Vas. Plant,Lonicera conjugialis,Purpleflower Honeysuckle,
Vas. Plant,Lonicera interrupta,Chaparral Honeysuckle,
Vas. Plant,Lonicera involucrata var. involucrata,Twinberry Honeysuckle,
Vas. Plant,Symphoricarpos mollis,Creeping Snowberry,
Vas. Plant,Symphoricarpos rotundifolius var. rotundifolius,Roundleaf Snowberry,
Vas. Plant,Plectritis ciliosa ssp. ciliosa,"Longspur Seablush, Long-Spur Seablush",
Vas. Plant,Valeriana californica,California Valerian,
Vas. Plant,Equisetum hyemale ssp. affine,Scouringrush Horsetail,
Vas. Plant,Allotropa virgata,Sugarstick,
Vas. Plant,Arctostaphylos nevadensis,Pinemat Manzanita,
Vas. Plant,Arctostaphylos viscida ssp. mariposa,Mariposa Manzanita,
Vas. Plant,Arctostaphylos viscida ssp. viscida,"Sticky Whiteleaf Manzanita, Whiteleaf Manzanita",
Vas. Plant,Cassiope mertensiana,"Western Moss Heather, White Heather",
Vas. Plant,Chimaphila umbellata,"Pipsissewa, Prince's Pine",
Vas. Plant,Kalmia polifolia,"Bog Kalmia, Bog Laurel, Box Laurel, Swamp Laurel",
Vas. Plant,Kalmia polifolia ssp. polifolia,Mountain Laurel,
Vas. Plant,Leucothoe davisiae,Sierra Laurel,
Vas. Plant,Phyllodoce breweri,"Brewer's Mountain Heather, Purple Mountainheath, Red Mountainheather",
Vas. Plant,Pleuricospora fimbriolata,"Fringed Pinesap, Sierra Sap",
Vas. Plant,Pyrola asarifolia,"Bog Wintergreen, Liverleaf Wintergreen, Pink Wintergreen",
Vas. Plant,Pyrola asarifolia ssp. asarifolia,"Bog Wintergreen, Liverleaf Wintergreen",
Vas. Plant,Pyrola picta,White-Veined Wintergreen,
Vas. Plant,Rhododendron occidentale,"California Azalea, Sonoma Azalea, Western Azalea",
Vas. Plant,Sarcodes sanguinea,Snowplant,
Vas. Plant,Vaccinium parvifolium,Red Huckleberry,
Vas. Plant,Allophyllum divaricatum,Purple False Gilyflower,
Vas. Plant,Allophyllum gilioides ssp. gilioides,"Dense False Gilia, Dense False Gilyflower",
Vas. Plant,Allophyllum gilioides ssp. violaceum,"Dense False Gilia, Dense False Gilyflower",
Vas. Plant,Allophyllum integrifolium,"Mountain False Gilia, White False Gilyflower",
